partNumber,Vendor,EffectiveDate,Meter Category,Instance Series,Instance Name,vCPU,RAM,Temporary Storage,Temporary Storage Type,Instance Family,Size,Tenancy,Reservation Type,Reservation Length,Meter Region,Operating System,Licence Model,Azure Environment,Azure Priority,Azure Source,Azure Hosting Type,Pricing ,Unit,Rate,Currency,Normalised Rate,Description
VT8CAH4X8VQSR6RD.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.16xlarge,64.00,256.00,0.00,EBS only,General purpose,64c / 256 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $3.684 ,USD, $4.54 ,
2QKU6N98U8ENER6C.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $4.059 ,USD, $5.00 ,
2QKU6N98U8ENER6C.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $3.036 ,USD, $3.74 ,
2QKU6N98U8ENER6C.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $5.656 ,USD, $6.97 ,
8JCVJ47EPZ4MPZ77.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $3.717 ,USD, $4.58 ,
8JCVJ47EPZ4MPZ77.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $2.694 ,USD, $3.32 ,
8JCVJ47EPZ4MPZ77.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $5.314 ,USD, $6.55 ,
8WFP77DAKNCXF9JC.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $3.647 ,USD, $4.49 ,
8WFP77DAKNCXF9JC.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $2.618 ,USD, $3.23 ,
8WFP77DAKNCXF9JC.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $5.334 ,USD, $6.57 ,
EKK7DV37DAFKWW4S.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $3.587 ,USD, $4.42 ,
EKK7DV37DAFKWW4S.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $2.564 ,USD, $3.16 ,
EKK7DV37DAFKWW4S.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $5.184 ,USD, $6.39 ,
GW894AKKP6PFAPR7.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $8.345 ,USD, $10.28 ,
GW894AKKP6PFAPR7.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $7.322 ,USD, $9.02 ,
GW894AKKP6PFAPR7.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $9.942 ,USD, $12.25 ,
R753UNX2SP6DMN7E.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $8.003 ,USD, $9.86 ,
R753UNX2SP6DMN7E.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $6.980 ,USD, $8.60 ,
R753UNX2SP6DMN7E.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $9.600 ,USD, $11.83 ,
X275FVBJW5TCP3GY.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $3.929 ,USD, $4.84 ,
X275FVBJW5TCP3GY.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $2.906 ,USD, $3.58 ,
X275FVBJW5TCP3GY.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $5.526 ,USD, $6.81 ,
X6GKMK346H8B64K3.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $3.989 ,USD, $4.92 ,
X6GKMK346H8B64K3.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $2.960 ,USD, $3.65 ,
X6GKMK346H8B64K3.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.24xlarge,96.00,384.00,0.00,EBS only,General purpose,96c / 384 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $5.676 ,USD, $6.99 ,
2VR9FT48Z9NT3XG5.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.359 ,USD, $0.44 ,
2VR9FT48Z9NT3XG5.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.268 ,USD, $0.33 ,
2VR9FT48Z9NT3XG5.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.582 ,USD, $0.72 ,
8G6PPSCN8HPUPBSG.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.667 ,USD, $0.82 ,
8G6PPSCN8HPUPBSG.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.582 ,USD, $0.72 ,
8G6PPSCN8HPUPBSG.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.800 ,USD, $0.99 ,
BNPCT3DXMRAYVF6A.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.327 ,USD, $0.40 ,
BNPCT3DXMRAYVF6A.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.242 ,USD, $0.30 ,
BNPCT3DXMRAYVF6A.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.460 ,USD, $0.57 ,
DMKEM7EUAMX5AHJH.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.429 ,USD, $0.53 ,
DMKEM7EUAMX5AHJH.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.344 ,USD, $0.42 ,
DMKEM7EUAMX5AHJH.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.562 ,USD, $0.69 ,
FZCDN4HJ67BJHAUM.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.387 ,USD, $0.48 ,
FZCDN4HJ67BJHAUM.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.296 ,USD, $0.36 ,
FZCDN4HJ67BJHAUM.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.610 ,USD, $0.75 ,
QVX6VFUZKPSQB2CK.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.695 ,USD, $0.86 ,
QVX6VFUZKPSQB2CK.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.610 ,USD, $0.75 ,
QVX6VFUZKPSQB2CK.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.828 ,USD, $1.02 ,
RR5ZJ9EGWWWH8PC4.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.457 ,USD, $0.56 ,
RR5ZJ9EGWWWH8PC4.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.372 ,USD, $0.46 ,
RR5ZJ9EGWWWH8PC4.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.590 ,USD, $0.73 ,
SRQ5DPTUBCZSDNMU.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.299 ,USD, $0.37 ,
SRQ5DPTUBCZSDNMU.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.214 ,USD, $0.26 ,
SRQ5DPTUBCZSDNMU.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.2xlarge,8.00,32.00,0.00,EBS only,General purpose,8c / 32 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.432 ,USD, $0.53 ,
3FD6RP7NTA9R3TH2.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.658 ,USD, $0.81 ,
3FD6RP7NTA9R3TH2.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.481 ,USD, $0.59 ,
3FD6RP7NTA9R3TH2.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.014 ,USD, $1.25 ,
4BAMEWE93EFQ68TD.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.334 ,USD, $1.64 ,
4BAMEWE93EFQ68TD.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.163 ,USD, $1.43 ,
4BAMEWE93EFQ68TD.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.600 ,USD, $1.97 ,
4PZ22WS96562KF5U.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.715 ,USD, $0.88 ,
4PZ22WS96562KF5U.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.538 ,USD, $0.66 ,
4PZ22WS96562KF5U.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.071 ,USD, $1.32 ,
DMYTTVRMHPPWYUDT.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.598 ,USD, $0.74 ,
DMYTTVRMHPPWYUDT.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.427 ,USD, $0.53 ,
DMYTTVRMHPPWYUDT.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.864 ,USD, $1.06 ,
DWB3YMRFWDCAZTH8.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.728 ,USD, $0.90 ,
DWB3YMRFWDCAZTH8.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.557 ,USD, $0.69 ,
DWB3YMRFWDCAZTH8.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.994 ,USD, $1.22 ,
PGEFSBQCJ5MQGAPT.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.655 ,USD, $0.81 ,
PGEFSBQCJ5MQGAPT.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.484 ,USD, $0.60 ,
PGEFSBQCJ5MQGAPT.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.921 ,USD, $1.13 ,
UDHQ6W9HBV47B6R6.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.785 ,USD, $0.97 ,
UDHQ6W9HBV47B6R6.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.614 ,USD, $0.76 ,
UDHQ6W9HBV47B6R6.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.051 ,USD, $1.30 ,
W8NC7RR56PZBVB5C.4NA7Y494T4.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.391 ,USD, $1.71 ,
W8NC7RR56PZBVB5C.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-02-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.220 ,USD, $1.50 ,
W8NC7RR56PZBVB5C.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,m5a,m5a.4xlarge,16.00,64.00,0.00,EBS only,General purpose,16c / 64 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.657 ,USD, $2.04 ,
3AT86RGKA4WP6TKT.4NA7Y494T4.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,m5a,m5a.8xlarge,32.00,128.00,0.00,EBS only,General purpose,32c / 128 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $2.668 ,USD, $3.29 ,
